image_path,class,predict,Mild_Demented,Moderate_Demented,Non_Demented,Very_Mild_Demented
Benchmark\Very_Mild_Demented\verymild_2150.jpg,Very_Mild_Demented,Very_Mild_Demented,0.21146195,0.00031278314,0.2863949,0.5018304
Benchmark\Mild_Demented\mild_779.jpg,Mild_Demented,Non_Demented,0.09428152,5.312444e-05,0.5201174,0.38554806
Benchmark\Moderate_Demented\augmented_3_moderate_41.jpg,Moderate_Demented,Moderate_Demented,0.35129476,0.5773066,6.627114e-05,0.07133229
Benchmark\Very_Mild_Demented\augmented_206_verymild_1217.jpg,Very_Mild_Demented,Moderate_Demented,0.34294653,0.5966271,1.76925e-08,0.0604263
Benchmark\Very_Mild_Demented\augmented_15_verymild_1425.jpg,Very_Mild_Demented,Mild_Demented,0.55138206,0.0032637755,0.0006956999,0.4446585
Benchmark\Very_Mild_Demented\verymild_1692.jpg,Very_Mild_Demented,Very_Mild_Demented,0.30089176,0.0010983847,0.20361453,0.49439526
Benchmark\Mild_Demented\mild_422.jpg,Mild_Demented,Very_Mild_Demented,0.3014843,0.0070602545,0.1652885,0.52616704
Benchmark\Moderate_Demented\augmented_54_moderate_6.jpg,Moderate_Demented,Moderate_Demented,0.19181621,0.6674044,4.880448e-06,0.14077452
Benchmark\Very_Mild_Demented\verymild_1800.jpg,Very_Mild_Demented,Very_Mild_Demented,0.16160098,0.0023172821,0.27742466,0.55865705
Benchmark\Very_Mild_Demented\augmented_105_verymild_1135.jpg,Very_Mild_Demented,Mild_Demented,0.44383755,0.23264214,1.0846506e-06,0.3235191
Benchmark\Mild_Demented\mild_102.jpg,Mild_Demented,Mild_Demented,0.44949466,0.004006361,0.1001621,0.4463368
Benchmark\Very_Mild_Demented\verymild_129.jpg,Very_Mild_Demented,Very_Mild_Demented,0.10593394,0.0010645507,0.40787095,0.48513058
Benchmark\Non_Demented\non_1466.jpg,Non_Demented,Non_Demented,3.8282683e-06,5.267726e-23,0.99963844,0.00035773817
Benchmark\Very_Mild_Demented\verymild_1312.jpg,Very_Mild_Demented,Mild_Demented,0.49802265,0.053096645,0.169593,0.2792876
Benchmark\Non_Demented\non_1951.jpg,Non_Demented,Non_Demented,3.6725012e-07,7.5511856e-28,0.9999522,4.743039e-05
Benchmark\Non_Demented\non_635.jpg,Non_Demented,Non_Demented,1.3142176e-05,7.679275e-20,0.99839824,0.0015886186
Benchmark\Non_Demented\non_2289.jpg,Non_Demented,Non_Demented,0.00088418106,3.2220557e-10,0.92695016,0.07216557
Benchmark\Non_Demented\non_470.jpg,Non_Demented,Very_Mild_Demented,0.28178686,1.7202718e-06,0.26953,0.44868147
Benchmark\Mild_Demented\mild_742.jpg,Mild_Demented,Very_Mild_Demented,0.32341194,0.000438114,0.29937664,0.37677333
Benchmark\Very_Mild_Demented\verymild_217.jpg,Very_Mild_Demented,Non_Demented,0.028231423,5.7367208e-05,0.54413366,0.4275776
Benchmark\Mild_Demented\augmented_106_mild_40.jpg,Mild_Demented,Moderate_Demented,0.18036437,0.7939636,4.716853e-09,0.025672114
Benchmark\Moderate_Demented\augmented_74_moderate_31.jpg,Moderate_Demented,Moderate_Demented,0.051897682,0.94516087,7.966769e-12,0.0029414084
Benchmark\Mild_Demented\augmented_120_mild_328.jpg,Mild_Demented,Very_Mild_Demented,0.36023477,0.03476669,5.4945604e-06,0.6049931
Benchmark\Non_Demented\non_1215.jpg,Non_Demented,Non_Demented,0.0014099352,8.6962454e-10,0.8844645,0.11412566
Benchmark\Moderate_Demented\augmented_45_moderate_60.jpg,Moderate_Demented,Moderate_Demented,0.1504125,0.66510665,1.9292384e-05,0.18446153
Benchmark\Non_Demented\non_250.jpg,Non_Demented,Very_Mild_Demented,0.26493612,0.0063028913,0.23588932,0.49287173
Benchmark\Mild_Demented\augmented_238_mild_7.jpg,Mild_Demented,Mild_Demented,0.64115775,0.17472014,2.0638854e-06,0.18412
Benchmark\Very_Mild_Demented\verymild_1239.jpg,Very_Mild_Demented,Very_Mild_Demented,0.16909531,9.28315e-05,0.33323205,0.49757978
Benchmark\Very_Mild_Demented\verymild_2015.jpg,Very_Mild_Demented,Non_Demented,0.017491207,1.2314933e-05,0.59313446,0.38936204
Benchmark\Very_Mild_Demented\augmented_180_verymild_285.jpg,Very_Mild_Demented,Very_Mild_Demented,0.145206,0.006742304,0.27621427,0.5718374
Benchmark\Moderate_Demented\augmented_162_moderate_52.jpg,Moderate_Demented,Moderate_Demented,0.33548796,0.4959576,1.4253279e-06,0.16855302
Benchmark\Moderate_Demented\augmented_184_moderate_42.jpg,Moderate_Demented,Moderate_Demented,0.2358916,0.59479666,1.2967581e-05,0.16929877
Benchmark\Non_Demented\non_1985.jpg,Non_Demented,Very_Mild_Demented,0.17033035,0.00030324302,0.3607745,0.468592
Benchmark\Very_Mild_Demented\augmented_183_verymild_2210.jpg,Very_Mild_Demented,Non_Demented,0.10430141,2.4790357e-05,0.4865892,0.4090846
Benchmark\Moderate_Demented\augmented_72_moderate_16.jpg,Moderate_Demented,Moderate_Demented,0.24191351,0.59961176,7.020136e-06,0.15846777
Benchmark\Mild_Demented\augmented_101_mild_704.jpg,Mild_Demented,Moderate_Demented,0.2826039,0.5015965,1.8215282e-05,0.21578133
Benchmark\Mild_Demented\augmented_80_mild_251.jpg,Mild_Demented,Mild_Demented,0.6585476,0.022949953,3.645486e-06,0.31849882
Benchmark\Very_Mild_Demented\verymild_1219.jpg,Very_Mild_Demented,Non_Demented,0.005684041,1.4384559e-05,0.64768964,0.34661195
Benchmark\Non_Demented\non_2303.jpg,Non_Demented,Non_Demented,9.3030314e-05,7.831302e-16,0.9915378,0.008369217
Benchmark\Very_Mild_Demented\augmented_132_verymild_1638.jpg,Very_Mild_Demented,Mild_Demented,0.67424965,0.027940515,0.00024053449,0.29756933
Benchmark\Mild_Demented\augmented_89_mild_434.jpg,Mild_Demented,Mild_Demented,0.56445754,0.102829404,0.00027555725,0.33243755
Benchmark\Very_Mild_Demented\verymild_1977.jpg,Very_Mild_Demented,Non_Demented,0.0030400967,1.7918548e-07,0.82508147,0.1718782
Benchmark\Non_Demented\non_2294.jpg,Non_Demented,Non_Demented,0.013953476,4.8590202e-05,0.6760341,0.30996385
Benchmark\Non_Demented\non_2354.jpg,Non_Demented,Very_Mild_Demented,0.1154281,0.00026473578,0.4196471,0.46466014
Benchmark\Moderate_Demented\augmented_22_moderate_54.jpg,Moderate_Demented,Moderate_Demented,0.17792846,0.6924177,2.6029178e-07,0.12965365
Benchmark\Mild_Demented\augmented_12_mild_108.jpg,Mild_Demented,Mild_Demented,0.4622876,0.40393445,1.7756767e-06,0.13377614
Benchmark\Moderate_Demented\augmented_126_moderate_37.jpg,Moderate_Demented,Moderate_Demented,0.06533495,0.92869526,1.9143469e-10,0.0059697465
Benchmark\Very_Mild_Demented\augmented_32_verymild_129.jpg,Very_Mild_Demented,Very_Mild_Demented,0.19975135,0.0045030345,0.0006488255,0.79509676
Benchmark\Very_Mild_Demented\verymild_2180.jpg,Very_Mild_Demented,Mild_Demented,0.4776993,0.00011497625,0.28125015,0.24093565
Benchmark\Mild_Demented\mild_254.jpg,Mild_Demented,Very_Mild_Demented,0.4333724,0.009142494,0.07995679,0.47752824
Benchmark\Non_Demented\non_461.jpg,Non_Demented,Non_Demented,0.00029369452,4.3420812e-13,0.97939223,0.020314071
Benchmark\Very_Mild_Demented\augmented_112_verymild_1362.jpg,Very_Mild_Demented,Very_Mild_Demented,0.1939277,5.8202863e-06,1.5655418e-05,0.8060507
Benchmark\Very_Mild_Demented\augmented_77_verymild_226.jpg,Very_Mild_Demented,Mild_Demented,0.6389988,0.00844669,4.5132577e-08,0.35255438
Benchmark\Very_Mild_Demented\verymild_1507.jpg,Very_Mild_Demented,Very_Mild_Demented,0.24617536,8.847199e-05,0.208082,0.5456542
Benchmark\Non_Demented\non_3072.jpg,Non_Demented,Non_Demented,0.11731532,6.348738e-05,0.5233922,0.3592289
Benchmark\Very_Mild_Demented\verymild_98.jpg,Very_Mild_Demented,Non_Demented,0.12680744,0.0002456169,0.46395874,0.40898824
Benchmark\Moderate_Demented\augmented_87_moderate.jpg,Moderate_Demented,Moderate_Demented,0.10778887,0.88198316,8.7444025e-09,0.010228022
Benchmark\Mild_Demented\augmented_44_mild_745.jpg,Mild_Demented,Mild_Demented,0.562439,0.0071374057,7.164818e-05,0.4303519
Benchmark\Mild_Demented\augmented_216_mild_162.jpg,Mild_Demented,Mild_Demented,0.47220302,0.14224897,0.0001635389,0.38538453
Benchmark\Non_Demented\non_85.jpg,Non_Demented,Non_Demented,0.00838796,1.7365418e-06,0.78378224,0.20782813
Benchmark\Moderate_Demented\augmented_55_moderate_36.jpg,Moderate_Demented,Mild_Demented,0.39525697,0.21742731,0.00016352031,0.38715225
Benchmark\Mild_Demented\augmented_67_mild_364.jpg,Mild_Demented,Mild_Demented,0.71469694,0.01891836,3.464334e-07,0.2663844
Benchmark\Moderate_Demented\augmented_211_moderate_20.jpg,Moderate_Demented,Moderate_Demented,0.36597282,0.4218946,6.0264284e-07,0.21213195
Benchmark\Non_Demented\non_3146.jpg,Non_Demented,Non_Demented,0.071253456,0.00024588054,0.56772923,0.3607715
Benchmark\Mild_Demented\augmented_91_mild_317.jpg,Mild_Demented,Mild_Demented,0.41459745,0.32417756,4.202598e-05,0.26118305
Benchmark\Mild_Demented\mild_145.jpg,Mild_Demented,Mild_Demented,0.46351364,0.0002703905,0.16325985,0.37295607
Benchmark\Very_Mild_Demented\augmented_235_verymild_2068.jpg,Very_Mild_Demented,Very_Mild_Demented,0.3461355,0.0013525671,0.0005424163,0.65196943
Benchmark\Non_Demented\non_558.jpg,Non_Demented,Non_Demented,2.9313395e-07,9.8919054e-29,0.9998118,0.00018799125
Benchmark\Non_Demented\non_2250.jpg,Non_Demented,Non_Demented,1.4413142e-05,7.637134e-20,0.9982174,0.0017681282
Benchmark\Mild_Demented\augmented_190_mild_123.jpg,Mild_Demented,Mild_Demented,0.6174485,0.008668127,6.616559e-05,0.37381718
Benchmark\Non_Demented\non_17.jpg,Non_Demented,Non_Demented,0.00062987563,4.1027664e-11,0.9540049,0.045365147
Benchmark\Moderate_Demented\augmented_186_moderate_34.jpg,Moderate_Demented,Moderate_Demented,0.18026474,0.7068765,2.6386777e-05,0.11283236
Benchmark\Moderate_Demented\augmented_26_moderate_57.jpg,Moderate_Demented,Moderate_Demented,0.14756955,0.8298591,1.5768002e-08,0.022571411
Benchmark\Moderate_Demented\augmented_220_moderate_33.jpg,Moderate_Demented,Moderate_Demented,0.063168585,0.931878,1.1032085e-10,0.004953454
Benchmark\Moderate_Demented\augmented_28_moderate_19.jpg,Moderate_Demented,Moderate_Demented,0.11353945,0.87241983,5.224899e-09,0.014040725
Benchmark\Non_Demented\non_1912.jpg,Non_Demented,Very_Mild_Demented,0.13591395,0.0052931975,0.35883164,0.49996126
Benchmark\Non_Demented\non_267.jpg,Non_Demented,Non_Demented,0.005174161,2.88526e-06,0.7360007,0.2588222
Benchmark\Moderate_Demented\augmented_34_moderate_62.jpg,Moderate_Demented,Mild_Demented,0.4657308,0.14443226,4.7939066e-06,0.38983217
Benchmark\Mild_Demented\mild_283.jpg,Mild_Demented,Very_Mild_Demented,0.07683449,0.0072767525,0.40265653,0.5132323
Benchmark\Moderate_Demented\augmented_11_moderate_2.jpg,Moderate_Demented,Moderate_Demented,0.08751786,0.8327825,8.137716e-06,0.07969154
Benchmark\Very_Mild_Demented\augmented_8_verymild_1924.jpg,Very_Mild_Demented,Non_Demented,0.020079527,0.0004490302,0.51606524,0.46340623
Benchmark\Very_Mild_Demented\augmented_200_verymild_1481.jpg,Very_Mild_Demented,Very_Mild_Demented,0.09609029,2.2221191e-07,0.00020470096,0.90370476
Benchmark\Moderate_Demented\augmented_251_moderate_8.jpg,Moderate_Demented,Moderate_Demented,0.064178325,0.88087595,1.6204195e-06,0.05494405
Benchmark\Non_Demented\non_531.jpg,Non_Demented,Non_Demented,0.061290484,0.001140006,0.5099094,0.42766017
Benchmark\Very_Mild_Demented\augmented_20_verymild_1453.jpg,Very_Mild_Demented,Mild_Demented,0.54411197,0.00040720555,4.911145e-08,0.45548075
Benchmark\Very_Mild_Demented\augmented_64_verymild_122.jpg,Very_Mild_Demented,Mild_Demented,0.5191431,0.013426814,1.2111129e-06,0.46742883
Benchmark\Mild_Demented\augmented_31_mild_480.jpg,Mild_Demented,Mild_Demented,0.5220556,0.12580794,4.902909e-06,0.3521315
Benchmark\Non_Demented\non_1332.jpg,Non_Demented,Very_Mild_Demented,0.16254511,0.0005512029,0.3251684,0.5117353
Benchmark\Mild_Demented\augmented_77_mild_412.jpg,Mild_Demented,Very_Mild_Demented,0.23277365,0.0036616628,1.0024104e-06,0.7635638
Benchmark\Non_Demented\non_1123.jpg,Non_Demented,Non_Demented,0.00012160965,8.71138e-16,0.99505687,0.004821551
Benchmark\Very_Mild_Demented\verymild_1929.jpg,Very_Mild_Demented,Non_Demented,0.11458958,0.00023050063,0.48270223,0.40247765
Benchmark\Mild_Demented\augmented_168_mild_813.jpg,Mild_Demented,Mild_Demented,0.6173091,0.0064287516,0.001117051,0.37514505
Benchmark\Non_Demented\non_2634.jpg,Non_Demented,Non_Demented,0.21142764,9.668535e-06,0.431925,0.35663775
Benchmark\Mild_Demented\mild_413.jpg,Mild_Demented,Mild_Demented,0.4059176,0.0006892699,0.26276082,0.33063233
Benchmark\Mild_Demented\augmented_100_mild_715.jpg,Mild_Demented,Mild_Demented,0.8190572,0.008647104,7.5631e-09,0.17229564
Benchmark\Non_Demented\non_1005.jpg,Non_Demented,Non_Demented,0.09484451,0.00012239732,0.5082844,0.39674872
Benchmark\Mild_Demented\augmented_164_mild_736.jpg,Mild_Demented,Mild_Demented,0.77328044,0.018234843,6.479176e-07,0.20848411
Benchmark\Mild_Demented\augmented_66_mild_208.jpg,Mild_Demented,Mild_Demented,0.5998454,0.1607324,2.308094e-06,0.23941988
Benchmark\Mild_Demented\augmented_33_mild_471.jpg,Mild_Demented,Mild_Demented,0.44850567,0.2988485,2.8714845e-05,0.2526171
Benchmark\Non_Demented\non_939.jpg,Non_Demented,Non_Demented,0.018334936,1.4295365e-05,0.74833816,0.23331262
Benchmark\Moderate_Demented\augmented_140_moderate_15.jpg,Moderate_Demented,Mild_Demented,0.6299944,0.24044406,3.2675104e-07,0.12956122
Benchmark\Non_Demented\non_2176.jpg,Non_Demented,Non_Demented,0.064671576,0.00066810875,0.5016231,0.43303728
Benchmark\Non_Demented\non_3134.jpg,Non_Demented,Non_Demented,0.09283624,4.750739e-07,0.47836506,0.4287982
Benchmark\Very_Mild_Demented\augmented_202_verymild_1421.jpg,Very_Mild_Demented,Mild_Demented,0.6712076,0.009319105,5.8350815e-06,0.31946743
Benchmark\Mild_Demented\augmented_66_mild_629.jpg,Mild_Demented,Moderate_Demented,0.24857087,0.7050338,9.826246e-09,0.046395417
Benchmark\Non_Demented\non_562.jpg,Non_Demented,Very_Mild_Demented,0.18731463,0.056090288,0.16699669,0.5895984
Benchmark\Very_Mild_Demented\verymild_112.jpg,Very_Mild_Demented,Non_Demented,0.007714601,6.133362e-06,0.67633235,0.31594688
Benchmark\Mild_Demented\mild_325.jpg,Mild_Demented,Very_Mild_Demented,0.12675661,0.0046213777,0.32404026,0.5445818
Benchmark\Very_Mild_Demented\verymild_431.jpg,Very_Mild_Demented,Non_Demented,0.0068493695,9.26311e-06,0.63495106,0.3581903
Benchmark\Mild_Demented\augmented_121_mild_352.jpg,Mild_Demented,Mild_Demented,0.5117809,0.36570162,8.0563005e-08,0.12251736
Benchmark\Non_Demented\non_1939.jpg,Non_Demented,Non_Demented,0.033346523,0.00014213717,0.6716128,0.29489857
Benchmark\Very_Mild_Demented\verymild_999.jpg,Very_Mild_Demented,Very_Mild_Demented,0.23176008,0.0015001384,0.18408656,0.58265316
Benchmark\Non_Demented\non_2772.jpg,Non_Demented,Non_Demented,0.051155344,5.303038e-05,0.53570414,0.41308755
Benchmark\Moderate_Demented\augmented_250_moderate_42.jpg,Moderate_Demented,Moderate_Demented,0.19939287,0.63477564,3.3747592e-06,0.16582812
Benchmark\Very_Mild_Demented\verymild_676.jpg,Very_Mild_Demented,Very_Mild_Demented,0.18163024,0.00021454867,0.39699075,0.4211646
Benchmark\Very_Mild_Demented\augmented_106_verymild_1832.jpg,Very_Mild_Demented,Mild_Demented,0.6090631,0.13636874,7.71016e-07,0.2545673
Benchmark\Non_Demented\non_774.jpg,Non_Demented,Non_Demented,1.44603355e-05,3.8668202e-20,0.9992059,0.00077968324
Benchmark\Mild_Demented\mild_747.jpg,Mild_Demented,Very_Mild_Demented,0.12190619,0.0047849943,0.40425667,0.46905208
Benchmark\Non_Demented\non_1868.jpg,Non_Demented,Non_Demented,1.2545747e-05,4.633978e-21,0.9991708,0.0008167271
Benchmark\Mild_Demented\augmented_121_mild_81.jpg,Mild_Demented,Mild_Demented,0.5667892,0.00040253493,2.818851e-06,0.43280548
Benchmark\Very_Mild_Demented\verymild_214.jpg,Very_Mild_Demented,Very_Mild_Demented,0.44349006,0.001196238,0.014991171,0.54032254
Benchmark\Very_Mild_Demented\verymild_392.jpg,Very_Mild_Demented,Non_Demented,0.0046737334,1.6264418e-06,0.72357905,0.27174553
Benchmark\Moderate_Demented\augmented_193_moderate_44.jpg,Moderate_Demented,Moderate_Demented,0.24652456,0.6086962,8.990156e-07,0.1447783
Benchmark\Mild_Demented\mild_496.jpg,Mild_Demented,Non_Demented,0.042802148,0.0028708659,0.5651456,0.38918135
Benchmark\Moderate_Demented\augmented_141_moderate_29.jpg,Moderate_Demented,Moderate_Demented,0.050702475,0.9458262,1.3532822e-10,0.0034713764
Benchmark\Non_Demented\non_665.jpg,Non_Demented,Non_Demented,0.09269386,1.0641357e-05,0.502373,0.40492257
Benchmark\Moderate_Demented\augmented_169_moderate_23.jpg,Moderate_Demented,Moderate_Demented,0.06642244,0.92844856,4.0626616e-10,0.005128964
Benchmark\Moderate_Demented\augmented_50_moderate_61.jpg,Moderate_Demented,Moderate_Demented,0.18772851,0.7856747,4.6860125e-09,0.026596762
Benchmark\Mild_Demented\mild_303.jpg,Mild_Demented,Mild_Demented,0.5985372,0.0028896742,0.1924389,0.20613419
Benchmark\Mild_Demented\mild_707.jpg,Mild_Demented,Mild_Demented,0.4652734,0.01477786,0.21385872,0.30608997
Benchmark\Mild_Demented\augmented_224_mild_729.jpg,Mild_Demented,Mild_Demented,0.5663384,0.22523305,4.959384e-05,0.20837894
Benchmark\Very_Mild_Demented\verymild_616.jpg,Very_Mild_Demented,Non_Demented,0.025140889,0.00033231426,0.52112895,0.4533978
Benchmark\Mild_Demented\mild_114.jpg,Mild_Demented,Very_Mild_Demented,0.18511719,8.974657e-05,0.34753117,0.46726185
Benchmark\Moderate_Demented\augmented_46_moderate_62.jpg,Moderate_Demented,Moderate_Demented,0.22222023,0.5955935,4.91501e-06,0.18218137
Benchmark\Non_Demented\non_2729.jpg,Non_Demented,Non_Demented,0.00022767755,1.4684228e-12,0.94674635,0.053025972
Benchmark\Moderate_Demented\augmented_54_moderate_48.jpg,Moderate_Demented,Moderate_Demented,0.1270783,0.73271686,2.4205563e-05,0.14018063
Benchmark\Moderate_Demented\augmented_3_moderate_6.jpg,Moderate_Demented,Very_Mild_Demented,0.21917368,0.3737972,0.010234419,0.39679462
Benchmark\Very_Mild_Demented\augmented_232_verymild_133.jpg,Very_Mild_Demented,Moderate_Demented,0.33531108,0.46391204,2.673531e-05,0.20075008
Benchmark\Mild_Demented\augmented_89_mild_489.jpg,Mild_Demented,Mild_Demented,0.52020735,0.24162923,0.0016549632,0.23650843
Benchmark\Non_Demented\non_1004.jpg,Non_Demented,Non_Demented,0.0011545066,9.939226e-10,0.9191464,0.07969901
Benchmark\Very_Mild_Demented\verymild_776.jpg,Very_Mild_Demented,Very_Mild_Demented,0.30871174,0.00017900603,0.24999568,0.4411135
Benchmark\Non_Demented\non_3147.jpg,Non_Demented,Non_Demented,0.0026206982,1.0686874e-08,0.7371881,0.26019117
Benchmark\Moderate_Demented\augmented_252_moderate_13.jpg,Moderate_Demented,Moderate_Demented,0.33473295,0.5932094,3.7403038e-07,0.07205731
Benchmark\Moderate_Demented\augmented_235_moderate_28.jpg,Moderate_Demented,Moderate_Demented,0.16472685,0.7106383,2.6089256e-06,0.124632254
Benchmark\Moderate_Demented\augmented_102_moderate_61.jpg,Moderate_Demented,Moderate_Demented,0.088041134,0.90387654,1.0867192e-10,0.008082417
Benchmark\Non_Demented\non_1581.jpg,Non_Demented,Non_Demented,0.0069572497,4.01118e-06,0.7628266,0.2302122
Benchmark\Non_Demented\non_961.jpg,Non_Demented,Non_Demented,0.0007145127,2.7891077e-12,0.9780408,0.021244766
Benchmark\Non_Demented\non_2906.jpg,Non_Demented,Non_Demented,0.0040530693,9.4429595e-08,0.79662114,0.19932564
Benchmark\Moderate_Demented\augmented_95_moderate_53.jpg,Moderate_Demented,Moderate_Demented,0.051289085,0.94529593,1.6098049e-10,0.0034149934
Benchmark\Moderate_Demented\augmented_100_moderate_58.jpg,Moderate_Demented,Moderate_Demented,0.19279563,0.6403239,7.3280753e-06,0.1668731
Benchmark\Non_Demented\non_3133.jpg,Non_Demented,Non_Demented,0.013199164,3.0202835e-05,0.6763202,0.3104504
Benchmark\Moderate_Demented\augmented_119_moderate_26.jpg,Moderate_Demented,Moderate_Demented,0.10748689,0.7951073,5.15502e-06,0.09740056
Benchmark\Moderate_Demented\augmented_126_moderate_29.jpg,Moderate_Demented,Moderate_Demented,0.05069108,0.9458056,5.1808016e-11,0.0035033342
Benchmark\Very_Mild_Demented\augmented_30_verymild_1582.jpg,Very_Mild_Demented,Moderate_Demented,0.35028812,0.42950228,2.8226629e-07,0.22020933
Benchmark\Moderate_Demented\augmented_18_moderate_61.jpg,Moderate_Demented,Mild_Demented,0.4773034,0.39318335,1.2069856e-05,0.12950122
Benchmark\Moderate_Demented\augmented_165_moderate_21.jpg,Moderate_Demented,Moderate_Demented,0.12697913,0.8612182,3.666881e-09,0.011802696
Benchmark\Very_Mild_Demented\augmented_79_verymild_1033.jpg,Very_Mild_Demented,Mild_Demented,0.6025723,0.011594935,5.360858e-06,0.38582733
Benchmark\Non_Demented\non_1470.jpg,Non_Demented,Non_Demented,0.0033255871,2.5064713e-07,0.79593545,0.20073873
Benchmark\Mild_Demented\mild_759.jpg,Mild_Demented,Non_Demented,0.039535027,0.00018141323,0.6326696,0.32761392
Benchmark\Non_Demented\non_2749.jpg,Non_Demented,Very_Mild_Demented,0.2407716,0.00070277473,0.28587288,0.4726527
Benchmark\Moderate_Demented\augmented_231_moderate_5.jpg,Moderate_Demented,Moderate_Demented,0.28824374,0.65764195,6.104114e-08,0.054114286
Benchmark\Moderate_Demented\augmented_214_moderate_26.jpg,Moderate_Demented,Mild_Demented,0.48555025,0.12408184,2.5643408e-06,0.39036536
Benchmark\Very_Mild_Demented\augmented_202_verymild_1678.jpg,Very_Mild_Demented,Moderate_Demented,0.1999664,0.6132853,9.338858e-06,0.18673898
Benchmark\Very_Mild_Demented\augmented_70_verymild_369.jpg,Very_Mild_Demented,Very_Mild_Demented,0.48368976,0.0018099522,4.2275662e-08,0.51450026
Benchmark\Moderate_Demented\augmented_9_moderate_48.jpg,Moderate_Demented,Moderate_Demented,0.17919739,0.6553163,2.763931e-07,0.16548605
Benchmark\Very_Mild_Demented\verymild_285.jpg,Very_Mild_Demented,Very_Mild_Demented,0.13671498,0.00025121495,0.38293463,0.4800992
Benchmark\Non_Demented\non_4.jpg,Non_Demented,Non_Demented,0.06287809,2.5081332e-05,0.59362847,0.3434684
Benchmark\Very_Mild_Demented\verymild_333.jpg,Very_Mild_Demented,Non_Demented,0.18494134,0.00013173102,0.44355068,0.37137622
Benchmark\Very_Mild_Demented\augmented_130_verymild_320.jpg,Very_Mild_Demented,Very_Mild_Demented,0.15165284,2.7653105e-06,0.00011079818,0.84823364
Benchmark\Moderate_Demented\augmented_143_moderate_4.jpg,Moderate_Demented,Moderate_Demented,0.23596889,0.52077657,2.6975024e-05,0.24322757
Benchmark\Very_Mild_Demented\verymild_155.jpg,Very_Mild_Demented,Non_Demented,0.008773726,1.0882003e-05,0.72566795,0.26554742
Benchmark\Very_Mild_Demented\augmented_42_verymild_14.jpg,Very_Mild_Demented,Mild_Demented,0.77872145,0.044134278,2.9287685e-06,0.17714125
Benchmark\Moderate_Demented\augmented_234_moderate_52.jpg,Moderate_Demented,Moderate_Demented,0.2814435,0.4876333,3.8776387e-05,0.23088442
Benchmark\Very_Mild_Demented\verymild_40.jpg,Very_Mild_Demented,Non_Demented,0.0001353683,6.579864e-14,0.9651024,0.034762178
Benchmark\Moderate_Demented\augmented_68_moderate_25.jpg,Moderate_Demented,Moderate_Demented,0.14073464,0.8494012,1.8947881e-10,0.009864221
Benchmark\Non_Demented\non_3137.jpg,Non_Demented,Non_Demented,0.0069988132,3.0232636e-06,0.656208,0.33679017
Benchmark\Moderate_Demented\augmented_231_moderate_64.jpg,Moderate_Demented,Moderate_Demented,0.10146035,0.8184568,3.1364482e-06,0.08007974
Benchmark\Mild_Demented\augmented_78_mild_418.jpg,Mild_Demented,Mild_Demented,0.823101,0.044505246,2.5459923e-10,0.13239378
Benchmark\Moderate_Demented\augmented_86_moderate_58.jpg,Moderate_Demented,Mild_Demented,0.40588692,0.19254276,1.4560555e-05,0.40155578
Benchmark\Very_Mild_Demented\verymild_1471.jpg,Very_Mild_Demented,Non_Demented,0.015581398,3.774314e-05,0.70005983,0.28432104
Benchmark\Non_Demented\non_2415.jpg,Non_Demented,Non_Demented,0.002069371,4.9482646e-10,0.7867053,0.21122527
Benchmark\Mild_Demented\augmented_229_mild_309.jpg,Mild_Demented,Mild_Demented,0.75473964,0.048772447,5.174366e-06,0.19648273
Benchmark\Moderate_Demented\augmented_231_moderate_60.jpg,Moderate_Demented,Moderate_Demented,0.0833139,0.8148489,2.0264736e-06,0.101835154
Benchmark\Very_Mild_Demented\verymild_376.jpg,Very_Mild_Demented,Non_Demented,0.017990043,0.0004734213,0.5541265,0.42741004
Benchmark\Very_Mild_Demented\verymild_987.jpg,Very_Mild_Demented,Non_Demented,0.01655463,0.00064429716,0.5172474,0.46555376
Benchmark\Moderate_Demented\augmented_105_moderate_44.jpg,Moderate_Demented,Moderate_Demented,0.20927362,0.6344331,1.057093e-05,0.15628271
Benchmark\Moderate_Demented\augmented_35_moderate_17.jpg,Moderate_Demented,Mild_Demented,0.5472145,0.24529712,3.2244404e-06,0.20748514
Benchmark\Moderate_Demented\augmented_58_moderate_47.jpg,Moderate_Demented,Mild_Demented,0.64450765,0.22717482,2.809194e-07,0.1283172
Benchmark\Moderate_Demented\augmented_113_moderate_55.jpg,Moderate_Demented,Moderate_Demented,0.053811144,0.9417131,2.956455e-10,0.0044757286
Benchmark\Moderate_Demented\augmented_53_moderate_10.jpg,Moderate_Demented,Moderate_Demented,0.11321111,0.8032548,3.488116e-07,0.08353382
Benchmark\Mild_Demented\augmented_209_mild_332.jpg,Mild_Demented,Mild_Demented,0.6339824,0.004045577,0.00013987994,0.36183217
Benchmark\Very_Mild_Demented\verymild_753.jpg,Very_Mild_Demented,Very_Mild_Demented,0.15688623,0.0002986649,0.33611956,0.50669545
Benchmark\Mild_Demented\mild_116.jpg,Mild_Demented,Very_Mild_Demented,0.20550767,0.00011330331,0.39004138,0.40433767
Benchmark\Non_Demented\non_826.jpg,Non_Demented,Non_Demented,8.050936e-06,9.361739e-21,0.9991086,0.0008833017
Benchmark\Moderate_Demented\augmented_210_moderate_34.jpg,Moderate_Demented,Moderate_Demented,0.08651238,0.8482573,1.0588482e-06,0.06522923
