image_path,class,predicted_class,Mild_Demented,Moderate_Demented,Non_Demented,Very_Mild_Demented
Benchmark\Mild_Demented\mild_604.jpg,Mild_Demented,Mild_Demented,0.7286784798409494,0.01659389703080162,0.05745411782268268,0.19727350530556628
Benchmark\Moderate_Demented\augmented_258_moderate_2.jpg,Moderate_Demented,Moderate_Demented,0.08514332737239672,0.6294820337025048,0.006570091569786723,0.27880454735531196
Benchmark\Very_Mild_Demented\augmented_146_verymild_1661.jpg,Very_Mild_Demented,Very_Mild_Demented,0.35469352137842175,0.21429086068432585,0.008791804126964915,0.42222381381028745
Benchmark\Moderate_Demented\augmented_118_moderate_16.jpg,Moderate_Demented,Moderate_Demented,0.26781429417282576,0.5972689020146716,0.006776355858491717,0.1281404479540108
Benchmark\Very_Mild_Demented\verymild_1467.jpg,Very_Mild_Demented,Very_Mild_Demented,0.03976474180043096,0.00965166756442178,0.2284211425939934,0.7221624480411538
Benchmark\Very_Mild_Demented\verymild_218.jpg,Very_Mild_Demented,Very_Mild_Demented,0.0890673342334449,0.022183885216922782,0.3649053849937919,0.5238433955558406
Benchmark\Very_Mild_Demented\verymild_132.jpg,Very_Mild_Demented,Very_Mild_Demented,0.06132743323647208,0.022299904007063682,0.44933725134653374,0.4670354114099305
Benchmark\Moderate_Demented\augmented_45_moderate_53.jpg,Moderate_Demented,Moderate_Demented,0.17121243688408494,0.714161580272014,0.00382097697344405,0.11080500587045684
Benchmark\Non_Demented\non_2787.jpg,Non_Demented,Non_Demented,0.037630876648860834,0.012328685256439525,0.7905249190061805,0.15951551908851933
Benchmark\Moderate_Demented\augmented_257_moderate_17.jpg,Moderate_Demented,Mild_Demented,0.5266958574303674,0.38308482388703124,0.004845189887808475,0.08537412879479289
Benchmark\Non_Demented\non_3043.jpg,Non_Demented,Non_Demented,0.19613838064042724,0.078812626271625,0.4460212741164572,0.2790277189714906
Benchmark\Moderate_Demented\augmented_7_moderate_4.jpg,Moderate_Demented,Moderate_Demented,0.15518124867709335,0.4529293875268575,0.013567396909342342,0.37832196688670683
Benchmark\Non_Demented\non_2707.jpg,Non_Demented,Non_Demented,0.10709072676125964,0.021887605093408702,0.572987250272741,0.29803441787259066
Benchmark\Non_Demented\non_1309.jpg,Non_Demented,Non_Demented,0.11497857031159119,0.020454668943982773,0.5232603595035619,0.3413064012408641
Benchmark\Mild_Demented\mild_711.jpg,Mild_Demented,Very_Mild_Demented,0.29651821967936975,0.032486785503603524,0.24183647911941994,0.4291585156976067
Benchmark\Moderate_Demented\augmented_110_moderate_28.jpg,Moderate_Demented,Moderate_Demented,0.3026067791071884,0.6019131099415042,0.005741525118591112,0.08973858583271627
Benchmark\Mild_Demented\augmented_123_mild_789.jpg,Mild_Demented,Moderate_Demented,0.2598913809372175,0.4941424758176686,0.009679835222914815,0.23628630802219902
Benchmark\Very_Mild_Demented\verymild_320.jpg,Very_Mild_Demented,Non_Demented,0.12620956643511952,0.021826697535987094,0.4363173285494229,0.41564640747947046
Benchmark\Moderate_Demented\augmented_245_moderate_9.jpg,Moderate_Demented,Moderate_Demented,0.19727289436807366,0.5413478302194253,0.007625887672973331,0.2537533877395276
Benchmark\Non_Demented\non_2946.jpg,Non_Demented,Non_Demented,0.005294876722102097,0.003035501438625288,0.9573778360552324,0.034291785784040366
Benchmark\Moderate_Demented\augmented_4_moderate_27.jpg,Moderate_Demented,Moderate_Demented,0.2639363484414209,0.5449131978084806,0.015702343096318953,0.17544811065377958
Benchmark\Mild_Demented\augmented_86_mild_299.jpg,Mild_Demented,Mild_Demented,0.6877644987091251,0.15012701833061698,0.013734221251631363,0.14837426170862653
Benchmark\Mild_Demented\augmented_228_mild_286.jpg,Mild_Demented,Mild_Demented,0.753566352971674,0.11161615614989455,0.00526460493505207,0.12955288594337938
Benchmark\Non_Demented\non_194.jpg,Non_Demented,Non_Demented,0.08492078903189192,0.014677427950232065,0.6279036682467182,0.2724981147711579
Benchmark\Very_Mild_Demented\verymild_2150.jpg,Very_Mild_Demented,Very_Mild_Demented,0.36716992874050747,0.02058575735307734,0.13991187435134242,0.4723324395550727
Benchmark\Mild_Demented\mild_779.jpg,Mild_Demented,Mild_Demented,0.7007134234970995,0.012531957340095254,0.07853618853145582,0.2082184306313495
Benchmark\Moderate_Demented\augmented_3_moderate_41.jpg,Moderate_Demented,Very_Mild_Demented,0.26556472132174297,0.3485941769030353,0.02815980033419236,0.35768130144102944
Benchmark\Very_Mild_Demented\augmented_206_verymild_1217.jpg,Very_Mild_Demented,Mild_Demented,0.4358224129812921,0.2568932010809124,0.009461031034377877,0.2978233549034176
Benchmark\Very_Mild_Demented\augmented_15_verymild_1425.jpg,Very_Mild_Demented,Mild_Demented,0.7677739781936249,0.0842941984280932,0.0030490582617921876,0.14488276511648976
Benchmark\Very_Mild_Demented\verymild_1692.jpg,Very_Mild_Demented,Very_Mild_Demented,0.24950333676477607,0.0268273947352741,0.10132086046487433,0.6223484080350754
Benchmark\Mild_Demented\mild_422.jpg,Mild_Demented,Mild_Demented,0.5294094710698137,0.025068698256046892,0.10554502013840908,0.33997681053573037
Benchmark\Moderate_Demented\augmented_54_moderate_6.jpg,Moderate_Demented,Moderate_Demented,0.23461457734478433,0.47011268982468507,0.008330785625323496,0.28694194720520694
Benchmark\Very_Mild_Demented\verymild_1800.jpg,Very_Mild_Demented,Very_Mild_Demented,0.17509279625033486,0.038107374796886924,0.14738905253244775,0.6394107764203304
Benchmark\Very_Mild_Demented\augmented_105_verymild_1135.jpg,Very_Mild_Demented,Very_Mild_Demented,0.35342790180147643,0.22653357810141536,0.014389468116647014,0.4056490519804612
Benchmark\Mild_Demented\mild_102.jpg,Mild_Demented,Very_Mild_Demented,0.27857064666372094,0.033058161181893614,0.12157487326306911,0.5667963188913163
Benchmark\Very_Mild_Demented\verymild_129.jpg,Very_Mild_Demented,Very_Mild_Demented,0.17161512325961875,0.03924753127586692,0.13801926297918868,0.6511180824853255
Benchmark\Non_Demented\non_1466.jpg,Non_Demented,Non_Demented,0.023938562195559863,0.0057979353385522155,0.8884837445423087,0.08177975792357922
Benchmark\Very_Mild_Demented\verymild_1312.jpg,Very_Mild_Demented,Very_Mild_Demented,0.20698650230359317,0.04252481776890488,0.06319760724246286,0.6872910726850391
Benchmark\Non_Demented\non_1951.jpg,Non_Demented,Non_Demented,0.004078503976175361,0.0017509729739030712,0.9759951164820009,0.018175406567920573
Benchmark\Non_Demented\non_635.jpg,Non_Demented,Non_Demented,0.01826173211726432,0.009342328155419823,0.9059722664257923,0.06642367330152348
Benchmark\Non_Demented\non_2289.jpg,Non_Demented,Non_Demented,0.024837644500775868,0.009962713821172796,0.7720509093607203,0.19314873231733104
Benchmark\Non_Demented\non_470.jpg,Non_Demented,Non_Demented,0.18503322521686127,0.030738332745277035,0.452688611168366,0.33153983086949573
Benchmark\Mild_Demented\mild_742.jpg,Mild_Demented,Very_Mild_Demented,0.17245091079944755,0.034767648936310784,0.24105897728532247,0.5517224629789192
Benchmark\Very_Mild_Demented\verymild_217.jpg,Very_Mild_Demented,Very_Mild_Demented,0.0769429800611987,0.03779398608543546,0.21710819646386037,0.6681548373895055
Benchmark\Mild_Demented\augmented_106_mild_40.jpg,Mild_Demented,Moderate_Demented,0.34367248439173176,0.43409293023783896,0.0067149440618326575,0.21551964130859663
Benchmark\Moderate_Demented\augmented_74_moderate_31.jpg,Moderate_Demented,Moderate_Demented,0.16481772509024895,0.7794598694843631,0.0026201013833289594,0.05310230404205891
Benchmark\Mild_Demented\augmented_120_mild_328.jpg,Mild_Demented,Mild_Demented,0.44996742628163156,0.3735103476548395,0.007198710288499017,0.16932351577503008
Benchmark\Non_Demented\non_1215.jpg,Non_Demented,Non_Demented,0.012453110078130464,0.003082660610517766,0.9344821299072278,0.04998209940412385
Benchmark\Moderate_Demented\augmented_45_moderate_60.jpg,Moderate_Demented,Moderate_Demented,0.21364283595400782,0.48277461227590707,0.007317519962605125,0.29626503180748
Benchmark\Non_Demented\non_250.jpg,Non_Demented,Very_Mild_Demented,0.1648071051000056,0.07804611563174986,0.21133309219107574,0.5458136870771688
Benchmark\Mild_Demented\augmented_238_mild_7.jpg,Mild_Demented,Very_Mild_Demented,0.35204744517631364,0.11220480879516333,0.008910626262175125,0.526837119766348
Benchmark\Very_Mild_Demented\verymild_1239.jpg,Very_Mild_Demented,Very_Mild_Demented,0.13432529956091227,0.023853115955142216,0.0880643743747978,0.7537572101091478
Benchmark\Very_Mild_Demented\verymild_2015.jpg,Very_Mild_Demented,Non_Demented,0.09384832666486087,0.026011558521739725,0.5333187654893002,0.3468213493240992
Benchmark\Very_Mild_Demented\augmented_180_verymild_285.jpg,Very_Mild_Demented,Very_Mild_Demented,0.12679175587302516,0.3554470315259754,0.045267683170233095,0.47249352943076645
Benchmark\Moderate_Demented\augmented_162_moderate_52.jpg,Moderate_Demented,Moderate_Demented,0.14463597100285677,0.5714492620933583,0.008105725150030057,0.2758090417537549
Benchmark\Moderate_Demented\augmented_184_moderate_42.jpg,Moderate_Demented,Moderate_Demented,0.11220320566455913,0.7954941763449805,0.017015411115409503,0.0752872068750507
Benchmark\Non_Demented\non_1985.jpg,Non_Demented,Mild_Demented,0.41585362706416096,0.02233080501970999,0.2544217380408586,0.3073938298752704
Benchmark\Very_Mild_Demented\augmented_183_verymild_2210.jpg,Very_Mild_Demented,Moderate_Demented,0.19010353529923785,0.494469108206466,0.014701498420185989,0.3007258580741102
Benchmark\Moderate_Demented\augmented_72_moderate_16.jpg,Moderate_Demented,Moderate_Demented,0.29384023027433065,0.5945686839042594,0.0055453851279710425,0.10604570069343895
Benchmark\Mild_Demented\augmented_101_mild_704.jpg,Mild_Demented,Moderate_Demented,0.25803398299570546,0.3898569739070304,0.010915001515741806,0.34119404158152233
Benchmark\Mild_Demented\augmented_80_mild_251.jpg,Mild_Demented,Mild_Demented,0.7317452812464348,0.17224138667471053,0.004355655165021335,0.09165767691383335
Benchmark\Very_Mild_Demented\verymild_1219.jpg,Very_Mild_Demented,Very_Mild_Demented,0.06377931718739088,0.021746440769355533,0.21644984677276452,0.6980243952704891
Benchmark\Non_Demented\non_2303.jpg,Non_Demented,Non_Demented,0.01350662716634682,0.004760424615180114,0.9217814288846218,0.05995151933385136
Benchmark\Very_Mild_Demented\augmented_132_verymild_1638.jpg,Very_Mild_Demented,Very_Mild_Demented,0.2870448300955217,0.27586736883038243,0.007672905575255742,0.4294148954988402
Benchmark\Mild_Demented\augmented_89_mild_434.jpg,Mild_Demented,Mild_Demented,0.7052370580553186,0.05826554258944046,0.062100578832855656,0.17439682052238525
Benchmark\Very_Mild_Demented\verymild_1977.jpg,Very_Mild_Demented,Very_Mild_Demented,0.020200902761777707,0.012486386789533828,0.46246602096269757,0.504846689485991
Benchmark\Non_Demented\non_2294.jpg,Non_Demented,Non_Demented,0.050799098788707586,0.014184477374603249,0.5267841545576976,0.4082322692789916
Benchmark\Non_Demented\non_2354.jpg,Non_Demented,Non_Demented,0.06988175015431733,0.012228464960739253,0.6102866770812235,0.3076031078037199
Benchmark\Moderate_Demented\augmented_22_moderate_54.jpg,Moderate_Demented,Moderate_Demented,0.24245700285678734,0.539309296382699,0.008607998259154122,0.20962570250135967
Benchmark\Mild_Demented\augmented_12_mild_108.jpg,Mild_Demented,Mild_Demented,0.4717077354629455,0.19922315363535176,0.009201906802183057,0.3198672040995197
Benchmark\Moderate_Demented\augmented_126_moderate_37.jpg,Moderate_Demented,Moderate_Demented,0.34036669942402814,0.5317131813882152,0.004953342112954372,0.12296677707480222
Benchmark\Very_Mild_Demented\augmented_32_verymild_129.jpg,Very_Mild_Demented,Very_Mild_Demented,0.34548577631392646,0.23346186072819478,0.010087418420039946,0.4109649445378388
Benchmark\Very_Mild_Demented\verymild_2180.jpg,Very_Mild_Demented,Very_Mild_Demented,0.4050405706411117,0.027095309485984834,0.13827161064025587,0.4295925092326475
Benchmark\Mild_Demented\mild_254.jpg,Mild_Demented,Very_Mild_Demented,0.2794870396345841,0.04073769675399115,0.15295485635860762,0.5268204072528171
Benchmark\Non_Demented\non_461.jpg,Non_Demented,Non_Demented,0.031394947419169025,0.007620189628689914,0.892812118391158,0.0681727445609831
Benchmark\Very_Mild_Demented\augmented_112_verymild_1362.jpg,Very_Mild_Demented,Very_Mild_Demented,0.3868572526461955,0.1628836035658253,0.010163288779978887,0.4400958550080002
Benchmark\Very_Mild_Demented\augmented_77_verymild_226.jpg,Very_Mild_Demented,Moderate_Demented,0.31586418412926526,0.4501424688152335,0.007510487523855454,0.2264828595316458
Benchmark\Very_Mild_Demented\verymild_1507.jpg,Very_Mild_Demented,Very_Mild_Demented,0.0873192124432692,0.01618804363391967,0.07020961276742575,0.8262831311553854
Benchmark\Non_Demented\non_3072.jpg,Non_Demented,Non_Demented,0.06336988160888768,0.023817413495504376,0.7509872738532345,0.16182543104237346
Benchmark\Very_Mild_Demented\verymild_98.jpg,Very_Mild_Demented,Very_Mild_Demented,0.17357741852360686,0.030862090059586927,0.16139860229449288,0.6341618891223132
Benchmark\Moderate_Demented\augmented_87_moderate.jpg,Moderate_Demented,Moderate_Demented,0.2491070861439222,0.5218946262190072,0.026139662031900848,0.20285862560516987
Benchmark\Mild_Demented\augmented_44_mild_745.jpg,Mild_Demented,Very_Mild_Demented,0.29189453254334313,0.33059256240547324,0.006394424496707734,0.3711184805544758
Benchmark\Mild_Demented\augmented_216_mild_162.jpg,Mild_Demented,Moderate_Demented,0.3261470131148425,0.3699031275436196,0.010835234813198612,0.2931146245283395
Benchmark\Non_Demented\non_85.jpg,Non_Demented,Non_Demented,0.07917810068364761,0.02021727842895014,0.5815011330699931,0.3191034878174093
Benchmark\Moderate_Demented\augmented_55_moderate_36.jpg,Moderate_Demented,Moderate_Demented,0.18112421910358814,0.7081123691558926,0.005723143582987004,0.1050402681575323
Benchmark\Mild_Demented\augmented_67_mild_364.jpg,Mild_Demented,Mild_Demented,0.7168475865787675,0.16113702573066419,0.004789538797690823,0.11722584889287753
Benchmark\Moderate_Demented\augmented_211_moderate_20.jpg,Moderate_Demented,Moderate_Demented,0.30620763531782313,0.56714375794711,0.0063398800790312165,0.12030872665603579
Benchmark\Non_Demented\non_3146.jpg,Non_Demented,Non_Demented,0.07183117270195288,0.034670848741816036,0.5250641618087125,0.3684338167475186
Benchmark\Mild_Demented\augmented_91_mild_317.jpg,Mild_Demented,Mild_Demented,0.5515872134458629,0.2823947403465372,0.028948991298917252,0.13706905490868257
Benchmark\Mild_Demented\mild_145.jpg,Mild_Demented,Very_Mild_Demented,0.3878473472548235,0.02214497064823252,0.11695147394684782,0.4730562081500961
Benchmark\Very_Mild_Demented\augmented_235_verymild_2068.jpg,Very_Mild_Demented,Very_Mild_Demented,0.4105847502477021,0.15319429083466124,0.008396407031952163,0.4278245518856845
Benchmark\Non_Demented\non_558.jpg,Non_Demented,Non_Demented,0.0181517504402294,0.011627653255711754,0.8852289508057395,0.08499164549831939
Benchmark\Non_Demented\non_2250.jpg,Non_Demented,Non_Demented,0.01606172273889809,0.0052631588566130014,0.8537681887235619,0.12490692968092702
Benchmark\Mild_Demented\augmented_190_mild_123.jpg,Mild_Demented,Very_Mild_Demented,0.3027906699726548,0.2492819447925537,0.011011767744870603,0.43691561748992097
Benchmark\Non_Demented\non_17.jpg,Non_Demented,Non_Demented,0.04061520064700047,0.018848390903106114,0.7128964892659062,0.22763991918398727
Benchmark\Moderate_Demented\augmented_186_moderate_34.jpg,Moderate_Demented,Moderate_Demented,0.09181758645739066,0.843419118903839,0.00595368911656927,0.058809605522200964
Benchmark\Moderate_Demented\augmented_26_moderate_57.jpg,Moderate_Demented,Moderate_Demented,0.26513484683781297,0.5061733770499678,0.008386281315863612,0.22030549479635564
Benchmark\Moderate_Demented\augmented_220_moderate_33.jpg,Moderate_Demented,Moderate_Demented,0.3215309355561823,0.537389421815684,0.00566644851457191,0.13541319411356173
Benchmark\Moderate_Demented\augmented_28_moderate_19.jpg,Moderate_Demented,Moderate_Demented,0.07141909476506715,0.8874445557030698,0.0019864753965464096,0.039149874135316835
Benchmark\Non_Demented\non_1912.jpg,Non_Demented,Non_Demented,0.28737464463231377,0.036824046395880126,0.38342596145585955,0.29237534751594657
Benchmark\Non_Demented\non_267.jpg,Non_Demented,Non_Demented,0.023463348617741766,0.010909625347068517,0.8846467081889902,0.08098031784619954
Benchmark\Moderate_Demented\augmented_34_moderate_62.jpg,Moderate_Demented,Very_Mild_Demented,0.21696891852613118,0.3644198829858123,0.00923237484739565,0.4093788236406609
Benchmark\Mild_Demented\mild_283.jpg,Mild_Demented,Very_Mild_Demented,0.18728516141746895,0.02803662227038706,0.2689565144968802,0.5157217018152637
Benchmark\Moderate_Demented\augmented_11_moderate_2.jpg,Moderate_Demented,Moderate_Demented,0.12418031376389739,0.5686215691032174,0.009899457557959231,0.29729865957492585
Benchmark\Very_Mild_Demented\augmented_8_verymild_1924.jpg,Very_Mild_Demented,Moderate_Demented,0.1319583902055201,0.5629518453356678,0.014275002044272974,0.29081476241453913
Benchmark\Very_Mild_Demented\augmented_200_verymild_1481.jpg,Very_Mild_Demented,Mild_Demented,0.5087439713684341,0.1572057447204745,0.01040990734564686,0.3236403765654446
Benchmark\Moderate_Demented\augmented_251_moderate_8.jpg,Moderate_Demented,Moderate_Demented,0.12031329551187517,0.6787000999478736,0.005811964673801449,0.19517463986644978
Benchmark\Non_Demented\non_531.jpg,Non_Demented,Non_Demented,0.06471570043090195,0.02576967009924213,0.5343272595102837,0.37518736995957225
Benchmark\Very_Mild_Demented\augmented_20_verymild_1453.jpg,Very_Mild_Demented,Very_Mild_Demented,0.363236035093261,0.1967834399075394,0.009297006998860453,0.43068351800033916
Benchmark\Very_Mild_Demented\augmented_64_verymild_122.jpg,Very_Mild_Demented,Moderate_Demented,0.22915594789336788,0.5011023845740089,0.0068609992122638744,0.26288066832035945
Benchmark\Mild_Demented\augmented_31_mild_480.jpg,Mild_Demented,Mild_Demented,0.37877699702587486,0.3723211347291631,0.007420810267917049,0.24148105797704497
Benchmark\Non_Demented\non_1332.jpg,Non_Demented,Non_Demented,0.027186390774116633,0.005739155315013678,0.8635960962815304,0.10347835762933932
Benchmark\Mild_Demented\augmented_77_mild_412.jpg,Mild_Demented,Mild_Demented,0.6515088261880738,0.13031210117174713,0.007419719061215575,0.21075935357896342
Benchmark\Non_Demented\non_1123.jpg,Non_Demented,Non_Demented,0.011905204025936101,0.0031316081153130782,0.9323265419943476,0.052636645864403225
Benchmark\Very_Mild_Demented\verymild_1929.jpg,Very_Mild_Demented,Very_Mild_Demented,0.0953153904592385,0.026979607495948733,0.18526467843805355,0.6924403236067591
Benchmark\Mild_Demented\augmented_168_mild_813.jpg,Mild_Demented,Moderate_Demented,0.16845677639765386,0.7031609862149676,0.004706345923221948,0.1236758914641565
Benchmark\Non_Demented\non_2634.jpg,Non_Demented,Non_Demented,0.07476194553388585,0.01173656058206065,0.8087030906627319,0.10479840322132142
Benchmark\Mild_Demented\mild_413.jpg,Mild_Demented,Very_Mild_Demented,0.27128866632629084,0.029366859407290065,0.18992764347729343,0.5094168307891256
Benchmark\Mild_Demented\augmented_100_mild_715.jpg,Mild_Demented,Very_Mild_Demented,0.3212135789826548,0.23908353437330954,0.012066022619086849,0.4276368640249489
Benchmark\Non_Demented\non_1005.jpg,Non_Demented,Non_Demented,0.07188646283948677,0.007004967362377222,0.8364077867035734,0.08470078309456257
Benchmark\Mild_Demented\augmented_164_mild_736.jpg,Mild_Demented,Mild_Demented,0.3884829866759148,0.33893981410688684,0.008222947186981105,0.26435425203021734
Benchmark\Mild_Demented\augmented_66_mild_208.jpg,Mild_Demented,Mild_Demented,0.5920647620382508,0.30338359690123506,0.0049634098066047815,0.09958823125390931
Benchmark\Mild_Demented\augmented_33_mild_471.jpg,Mild_Demented,Mild_Demented,0.5428126972915533,0.2196490862421044,0.006347032168979997,0.23119118429736235
Benchmark\Non_Demented\non_939.jpg,Non_Demented,Non_Demented,0.06253370683196137,0.008635672525356682,0.774447689029364,0.154382931613318
Benchmark\Moderate_Demented\augmented_140_moderate_15.jpg,Moderate_Demented,Moderate_Demented,0.224172113257244,0.7363938231309017,0.0028816893959846823,0.03655237421586966
Benchmark\Non_Demented\non_2176.jpg,Non_Demented,Very_Mild_Demented,0.3517704510782945,0.06189280624278325,0.11042166448036213,0.47591507819856
Benchmark\Non_Demented\non_3134.jpg,Non_Demented,Non_Demented,0.1560660781971411,0.01517720279277882,0.4593078936053702,0.36944882540470975
Benchmark\Very_Mild_Demented\augmented_202_verymild_1421.jpg,Very_Mild_Demented,Mild_Demented,0.54909347832522,0.20213992313609117,0.008545374303697994,0.2402212242349909
Benchmark\Mild_Demented\augmented_66_mild_629.jpg,Mild_Demented,Moderate_Demented,0.3340293561133427,0.38594672026790733,0.003965368156642404,0.2760585554621075
Benchmark\Non_Demented\non_562.jpg,Non_Demented,Very_Mild_Demented,0.24912587834207106,0.033862536936254434,0.3373395347610441,0.3796720499606305
Benchmark\Very_Mild_Demented\verymild_112.jpg,Very_Mild_Demented,Non_Demented,0.04556225389604677,0.02654690106261911,0.567768944722004,0.36012190031932995
Benchmark\Mild_Demented\mild_325.jpg,Mild_Demented,Very_Mild_Demented,0.14516061218903956,0.031799473018416256,0.21350300436475142,0.6095369104277927
Benchmark\Very_Mild_Demented\verymild_431.jpg,Very_Mild_Demented,Non_Demented,0.08504764595017501,0.022508924047323752,0.45319360768626776,0.43924982231623333
Benchmark\Mild_Demented\augmented_121_mild_352.jpg,Mild_Demented,Mild_Demented,0.5327698877639535,0.408808023318997,0.004290221118111473,0.054131867798937985
Benchmark\Non_Demented\non_1939.jpg,Non_Demented,Non_Demented,0.047693490731438,0.005490020007834164,0.8631809232385179,0.08363556602220983
Benchmark\Very_Mild_Demented\verymild_999.jpg,Very_Mild_Demented,Very_Mild_Demented,0.14607157607855994,0.02315796568079334,0.25904133310235233,0.5717291251382943
Benchmark\Non_Demented\non_2772.jpg,Non_Demented,Non_Demented,0.030013236591795587,0.010834168627611775,0.8452329731284653,0.11391962165212725
Benchmark\Moderate_Demented\augmented_250_moderate_42.jpg,Moderate_Demented,Moderate_Demented,0.1856828146305535,0.501502363861775,0.008169548458980928,0.30464527304869043
Benchmark\Very_Mild_Demented\verymild_676.jpg,Very_Mild_Demented,Non_Demented,0.18019689118361132,0.011622986835624268,0.49356996846663687,0.31461015351412763
Benchmark\Very_Mild_Demented\augmented_106_verymild_1832.jpg,Very_Mild_Demented,Mild_Demented,0.3700145964140638,0.2859415531708788,0.010411496990699105,0.33363235342435804
Benchmark\Non_Demented\non_774.jpg,Non_Demented,Non_Demented,0.02047311512904803,0.005529008572888308,0.8552449205666453,0.11875295573141828
Benchmark\Mild_Demented\mild_747.jpg,Mild_Demented,Mild_Demented,0.3921761139565192,0.04098477186936001,0.20484046130865674,0.36199865286546395
Benchmark\Non_Demented\non_1868.jpg,Non_Demented,Non_Demented,0.006020455693506797,0.0015912071106581962,0.9706863766412007,0.021701960554634275
Benchmark\Mild_Demented\augmented_121_mild_81.jpg,Mild_Demented,Mild_Demented,0.46760309233034525,0.12279812000644204,0.006852025268739745,0.402746762394473
Benchmark\Very_Mild_Demented\verymild_214.jpg,Very_Mild_Demented,Very_Mild_Demented,0.2377906379688271,0.012830735453983826,0.02832961689874204,0.7210490096784471
Benchmark\Very_Mild_Demented\verymild_392.jpg,Very_Mild_Demented,Non_Demented,0.06605417081424918,0.0465976699476367,0.5743301059598178,0.31301805327829635
Benchmark\Moderate_Demented\augmented_193_moderate_44.jpg,Moderate_Demented,Moderate_Demented,0.1260274537986909,0.7519877885758378,0.00372126012269366,0.11826349750277759
Benchmark\Mild_Demented\mild_496.jpg,Mild_Demented,Non_Demented,0.23859828181765302,0.025910699123781234,0.3932653179821504,0.3422257010764153
Benchmark\Moderate_Demented\augmented_141_moderate_29.jpg,Moderate_Demented,Moderate_Demented,0.1288446965337195,0.7871426824745322,0.0039005719817430977,0.08011204901000518
Benchmark\Non_Demented\non_665.jpg,Non_Demented,Non_Demented,0.08500858194893343,0.006352509943896221,0.8150554574405516,0.09358345066661872
Benchmark\Moderate_Demented\augmented_169_moderate_23.jpg,Moderate_Demented,Moderate_Demented,0.13180117449240017,0.7827195705677945,0.007288098289051412,0.07819115665075396
Benchmark\Moderate_Demented\augmented_50_moderate_61.jpg,Moderate_Demented,Moderate_Demented,0.23528710947009512,0.4829854408219527,0.007873053667606088,0.273854396040346
Benchmark\Mild_Demented\mild_303.jpg,Mild_Demented,Very_Mild_Demented,0.25914504828303875,0.016065229115402407,0.07793517107239165,0.6468545515291672
Benchmark\Mild_Demented\mild_707.jpg,Mild_Demented,Very_Mild_Demented,0.2844221105087768,0.0366475391083307,0.11497575304346669,0.5639545973394257
Benchmark\Mild_Demented\augmented_224_mild_729.jpg,Mild_Demented,Moderate_Demented,0.358813604645961,0.4427109628275564,0.007445844394586164,0.19102958813189655
Benchmark\Very_Mild_Demented\verymild_616.jpg,Very_Mild_Demented,Very_Mild_Demented,0.08689399386147158,0.017277522241540975,0.3338799902635055,0.561948493633482
Benchmark\Mild_Demented\mild_114.jpg,Mild_Demented,Very_Mild_Demented,0.2990781590690651,0.03980622864271665,0.23897804365376063,0.4221375686344576
Benchmark\Moderate_Demented\augmented_46_moderate_62.jpg,Moderate_Demented,Moderate_Demented,0.22697365275127432,0.38371190549021417,0.009395260233399677,0.3799191815251119
Benchmark\Non_Demented\non_2729.jpg,Non_Demented,Non_Demented,0.0043803326712777806,0.002038117450816652,0.9459767829014775,0.04760476697642793
Benchmark\Moderate_Demented\augmented_54_moderate_48.jpg,Moderate_Demented,Moderate_Demented,0.27327778712523326,0.5025241848751477,0.006972225271735282,0.2172258027278838
Benchmark\Moderate_Demented\augmented_3_moderate_6.jpg,Moderate_Demented,Very_Mild_Demented,0.1933282246496884,0.2794654308322122,0.031218086939109633,0.4959882575789899
Benchmark\Very_Mild_Demented\augmented_232_verymild_133.jpg,Very_Mild_Demented,Mild_Demented,0.38342770209598254,0.2775968161378095,0.008253416849459882,0.3307220649167481
Benchmark\Mild_Demented\augmented_89_mild_489.jpg,Mild_Demented,Mild_Demented,0.42406480404796865,0.3841544975993121,0.0566265922937245,0.13515410605899497
Benchmark\Non_Demented\non_1004.jpg,Non_Demented,Non_Demented,0.04508124047762642,0.009407097296592889,0.7194854835613447,0.2260261786644361
Benchmark\Very_Mild_Demented\verymild_776.jpg,Very_Mild_Demented,Very_Mild_Demented,0.141403234590489,0.022800747659418127,0.2193762635833155,0.6164197541667774
Benchmark\Non_Demented\non_3147.jpg,Non_Demented,Non_Demented,0.04631252018410095,0.015371945368957949,0.6257139079600924,0.3126016264868486
Benchmark\Moderate_Demented\augmented_252_moderate_13.jpg,Moderate_Demented,Mild_Demented,0.5258975481279569,0.2875693502673417,0.0060841809257450715,0.18044892067895635
Benchmark\Moderate_Demented\augmented_235_moderate_28.jpg,Moderate_Demented,Moderate_Demented,0.2889327924616327,0.6196524852025462,0.0042975130930676285,0.0871172092427535
Benchmark\Moderate_Demented\augmented_102_moderate_61.jpg,Moderate_Demented,Moderate_Demented,0.24872267606604084,0.5458747043929458,0.007809747494839077,0.19759287204617412
Benchmark\Non_Demented\non_1581.jpg,Non_Demented,Non_Demented,0.02437331683718735,0.00658186495646597,0.8631250417625925,0.10591977644375407
Benchmark\Non_Demented\non_961.jpg,Non_Demented,Non_Demented,0.07693976072085824,0.010588176979005616,0.7535716128199659,0.15890044948017035
Benchmark\Non_Demented\non_2906.jpg,Non_Demented,Non_Demented,0.022379420806964246,0.008462350122722218,0.8084273636105883,0.1607308654597252
